id,link_id,genus,species,sex,category,trait,value,reference,credit,email,notes,,
,Osmia_cornuta_13,Osmia,Osmia cornuta,Female,Morphology,Intertegular span,4.180,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Zamora,,
,Dasypoda_crassicomis_1,Dasypoda,Dasypoda crassicomis,,Morphology,Intertegular span,2.588,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Dasypoda_crassicomis_2,Dasypoda,Dasypoda crassicomis,,Morphology,Weight,0.4190,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Dasypoda_hirtipes_1,Dasypoda,Dasypoda hirtipes,,Behaviour,Voltinism,Univoltine,http://www.bwars.com/bee/melittidae/dasypoda-hirtipes,G R Else,xmiguelangelcolladox@gmail.com,Univoltine; late June to the end of August or the beginning of September.,,
,Dasypoda_hirtipes_2,Dasypoda,Dasypoda hirtipes,,Behaviour,Nest material,Soil sand,http://www.bwars.com/bee/melittidae/dasypoda-hirtipes,G R Else,xmiguelangelcolladox@gmail.com,,,
,Panurgus_dargius_1,Panurgus,Panurgus dargius,,Morphology,Intertegular span,2.023,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,1.811,
,Panurgus_dargius_2,Panurgus,Panurgus dargius,,Morphology,Intertegular span,1.558,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Panurgus_dargius_3,Panurgus,Panurgus dargius,,Morphology,Intertegular span,1.851,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Panurgus_dargius_4,Panurgus,Panurgus dargius,,Morphology,Weight,0.0207,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Panurgus_dargius_5,Panurgus,Panurgus dargius,,Morphology,Weight,0.0089,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Panurgus_dargius_6,Panurgus,Panurgus dargius,,Morphology,Weight,0.0208,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Nomada_discrepans_1,Nomada,Nomada discrepans,,Morphology,Intertegular span,1.236,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Nomada_discrepans_2,Nomada,Nomada discrepans,,Morphology,Weight,0.0680,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Nomada_dusmeti_1,Nomada,Nomada dusmeti,,Morphology,Intertegular span,1.698,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,1.636,
,Nomada_dusmeti_2,Nomada,Nomada dusmeti,,Morphology,Intertegular span,1.574,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Nomada_dusmeti_3,Nomada,Nomada dusmeti,,Morphology,Weight,0.0208,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Nomada_dusmeti_4,Nomada,Nomada dusmeti,,Morphology,Weight,0.0128,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Eucera_elongatula_1,Eucera,Eucera elongatula,,Morphology,Intertegular span,2.931,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,2.746
,Eucera_elongatula_2,Eucera,Eucera elongatula,,Morphology,Intertegular span,2.761,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Eucera_elongatula_3,Eucera,Eucera elongatula,,Morphology,Intertegular span,2.546,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Eucera_elongatula_4,Eucera,Eucera elongatula,,Morphology,Weight,0.0558,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Eucera_elongatula_5,Eucera,Eucera elongatula,,Morphology,Weight,0.0399,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Eucera_elongatula_6,Eucera,Eucera elongatula,,Morphology,Weight,0.0433,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Andrena_flavipes_1,Andrena,Andrena flavipes,,Morphology,Intertegular span,2.946,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,2.892
,Andrena_flavipes_2,Andrena,Andrena flavipes,,Morphology,Intertegular span,3.042,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Andrena_flavipes_3,Andrena,Andrena flavipes,,Morphology,Intertegular span,2.689,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Andrena_flavipes_4,Andrena,Andrena flavipes,,Morphology,Weight,0.0609,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Andrena_flavipes_5,Andrena,Andrena flavipes,,Behaviour,Voltinism,Bivoltine,http://www.bwars.com/bee/andrenidae/andrena-flavipes,M Edwards,xmiguelangelcolladox@gmail.com,"Bivoltine; March to June, and July to September with some overlap, particularly of first generation females with second generation males.",,
,Anthidium_florentinum_1,Anthidium,Anthidium florentinum,,Behaviour,Nest material,latch hole,I. Bartomeus (I can provide photo),I. Bartomeus,nacho.bartomeus@gmail.com,Nest almost complete in a door latch in use. Nest probably destroyed when the latch was used.,,
,Anthidium_florentinum_2,Anthidium,Anthidium florentinum,Male,Morphology,Intertegular span,4.83,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,3.853272727,
,Anthidium_florentinum_3,Anthidium,Anthidium florentinum,Male,Morphology,Intertegular span,3.67,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Madrid,,
,Anthidium_florentinum_4,Anthidium,Anthidium florentinum,Male,Morphology,Intertegular span,4.5,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Anthidium_florentinum_5,Anthidium,Anthidium florentinum,Male,Morphology,Intertegular span,4.32,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Anthidium_florentinum_6,Anthidium,Anthidium florentinum,Male,Morphology,Intertegular span,3.95,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Anthidium_florentinum_7,Anthidium,Anthidium florentinum,Female,Morphology,Intertegular span,3.63,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Anthidium_florentinum_8,Anthidium,Anthidium florentinum,Female,Morphology,Intertegular span,3.47,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Anthidium_florentinum_9,Anthidium,Anthidium florentinum,Female,Morphology,Intertegular span,3.63,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Anthidium_florentinum_10,Anthidium,Anthidium florentinum,Female,Morphology,Intertegular span,3.91,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Zamora,,
,Anthidium_florentinum_11,Anthidium,Anthidium florentinum,Female,Morphology,Intertegular span,3.46,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Andrena_hispana_1,Andrena,Andrena hispana,,Morphology,Intertegular span,3.016,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Tetragonula_hockingsi_1,Tetragonula,Tetragonula hockingsi,,Behaviour,Collecting,Dried paint,(Medler 1966).,Medler,xmiguelangelcolladox@gmail.com,collecting fresh house paint as it dried. presumably for use as nesting material,,
,Tetragonula_hockingsi_2,Tetragonula,Tetragonula hockingsi,,Behaviour,Nest material,Tree,https://www.youtube.com/watch?v=Gix5gmuJjTg,Giorgio Venturieri,xmiguelangelcolladox@gmail.com,,,
,Bombus_hypnorum_1,Bombus,Bombus hypnorum,,Behaviour,Nest material,Metal,https://twitter.com/Eucera/status/609294141990768640,Stuart Roberts,xmiguelangelcolladox@gmail.com,Bombus hypnorum nest in an ashtray or similar site,,
,Bombus_hypnorum_2,Bombus,Bombus hypnorum,,Behaviour,Voltinism,Bivoltine,http://www.bwars.com/bee/apidae/bombus-hypnorum,M Edwards,xmiguelangelcolladox@gmail.com,It appears that this species can have two generations in the year (as do many other Pyrobombus in the south of England). Males have been found in the second half of May and again at the end of August and early September.,,
,Bombus_hypnorum_3,Bombus,Bombus hypnorum,,Behaviour,Nest material,Birdhouse    ,http://planetearth.nerc.ac.uk/news/story.aspx?id=975&cookieConsent=A,Jason Mills,xmiguelangelcolladox@gmail.com,Bombus hypnorum living in a blue tit nest box which has a camera installed.,,
,Bombus_hypnorum_4,Bombus,Bombus hypnorum,,Behaviour,Nest material,Birdhouse    ,http://www.bwars.com/bee/apidae/bombus-hypnorum,M Edwards,xmiguelangelcolladox@gmail.com,,,
,Bombus_hypnorum_5,Bombus,Bombus hypnorum,,Behaviour,Nest material,Small mammal house,http://www.bwars.com/bee/apidae/bombus-hypnorum,M Edwards,xmiguelangelcolladox@gmail.com,,,
,Bombus_hypnorum_6,Bombus,Bombus hypnorum,Male,Morphology,Intertegular span,4.09,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,León,,
,Bombus_hypnorum_7,Bombus,Bombus hypnorum,Male,Morphology,Intertegular span,3.51,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Burgos,,
,Bombus_hypnorum_8,Bombus,Bombus hypnorum,Male,Morphology,Intertegular span,4.06,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,León,,
,Bombus_hypnorum_9,Bombus,Bombus hypnorum,Male,Morphology,Intertegular span,4.02,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,León,,
,Bombus_hypnorum_10,Bombus,Bombus hypnorum,Male,Morphology,Intertegular span,4.01,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,León,,
,Bombus_hypnorum_11,Bombus,Bombus hypnorum,Female,Morphology,Intertegular span,2.87,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,León,,
,Bombus_hypnorum_12,Bombus,Bombus hypnorum,Female,Morphology,Intertegular span,3.29,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,León,,
,Bombus_hypnorum_13,Bombus,Bombus hypnorum,Female,Morphology,Intertegular span,3.65,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,León,,
,Bombus_hypnorum_14,Bombus,Bombus hypnorum,Female,Morphology,Intertegular span,3.52,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,León,,
,Bombus_hypnorum_15,Bombus,Bombus hypnorum,Female,Morphology,Intertegular span,3.4,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,León,,
,Bombus_hypnorum_16,Bombus,Bombus hypnorum,Queen,Morphology,Intertegular span,2.98,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Lérida,,
,Dasypoda_iberica_1,Dasypoda,Dasypoda iberica,,Morphology,Intertegular span,2.453,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,2.491,
,Dasypoda_iberica_2,Dasypoda,Dasypoda iberica,,Morphology,Intertegular span,2.529,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Dasypoda_iberica_3,Dasypoda,Dasypoda iberica,,Morphology,Weight,0.0260,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Dasypoda_iberica_4,Dasypoda,Dasypoda iberica,,Morphology,Weight,0.0408,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Lasioglossum_imitatum_1,Lasioglossum,Lasioglossum imitatum,,Morphology,Intertegular span,1.354,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Lasioglossum_imitatum_2,Lasioglossum,Lasioglossum imitatum,,Morphology,Weight,0.0116,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Osmia_lateralis_1,Osmia,Osmia lateralis,,Morphology,Intertegular span,2.622,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Osmia_lateralis_2,Osmia,Osmia lateralis,,Morphology,Weight,0.0374,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_lucorum_1,Bombus,Bombus lucorum,,Morphology,Intertegular span,4.861,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Bombus_lucorum_2,Bombus,Bombus lucorum,,Morphology,Weight,0.1831,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_lucorum_3,Bombus,Bombus lucorum,,Behaviour,Nest material,Small mammal house,M A Collado,,xmiguelangelcolladox@gmail.com,,,
,Bombus_lucorum_4,Bombus,Bombus lucorum,Male,Morphology,Intertegular span,4.3200,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Palencia,,
,Bombus_lucorum_5,Bombus,Bombus lucorum,Male,Morphology,Intertegular span,4.6300,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,Burgos,,
,Bombus_lucorum_6,Bombus,Bombus lucorum,Male,Morphology,Intertegular span,4.3500,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,León,,
,Bombus_lucorum_7,Bombus,Bombus lucorum,Male,Morphology,Intertegular span,4.6200,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Zamora,,
,Bombus_lucorum_8,Bombus,Bombus lucorum,Male,Morphology,Intertegular span,4.6200,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,León,,
,Bombus_lucorum_9,Bombus,Bombus lucorum,Female,Morphology,Intertegular span,4.0600,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,Zamora,4.0780,
,Bombus_lucorum_10,Bombus,Bombus lucorum,Female,Morphology,Intertegular span,4.2900,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,León,5.6520,
,Bombus_lucorum_11,Bombus,Bombus lucorum,Female,Morphology,Intertegular span,4.6800,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,Palencia,,
,Bombus_lucorum_12,Bombus,Bombus lucorum,Female,Morphology,Intertegular span,3.4800,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,León,,
,Bombus_lucorum_13,Bombus,Bombus lucorum,Female,Morphology,Intertegular span,3.8800,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Avila,,
,Bombus_lucorum_14,Bombus,Bombus lucorum,Queen,Morphology,Intertegular span,6.1900,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,Cantabria,,
,Bombus_lucorum_15,Bombus,Bombus lucorum,Queen,Morphology,Intertegular span,5.5600,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,León,,
,Bombus_lucorum_16,Bombus,Bombus lucorum,Queen,Morphology,Intertegular span,5.3000,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,León,,
,Bombus_lucorum_17,Bombus,Bombus lucorum,Queen,Morphology,Intertegular span,5.5700,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,León,,
,Bombus_lucorum_18,Bombus,Bombus lucorum,Queen,Morphology,Intertegular span,5.6400,M A Collado,Leopoldo Castro,xmiguelangelcolladox@gmail.com,León,,
,Anthidium_manicatum_1,Anthidium,Anthidium manicatum,,Behaviour,Voltinism,Univoltine,http://www.bwars.com/bee/megachilidae/anthidium-manicatum,C O'Toole,xmiguelangelcolladox@gmail.com,,,
,Anthidium_manicatum_2,Anthidium,Anthidium manicatum,Male,Morphology,Intertegular span,3.39,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,3.585,
,Anthidium_manicatum_3,Anthidium,Anthidium manicatum,Male,Morphology,Intertegular span,3.36,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Anthidium_manicatum_4,Anthidium,Anthidium manicatum,Male,Morphology,Intertegular span,3.97,M A Collado,Enrique Asensio,xmiguelangelcolladox@gmail.com,Valladolid,,
,Anthidium_manicatum_5,Anthidium,Anthidium manicatum,Male,Morphology,Intertegular span,4.02,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Anthidium_manicatum_6,Anthidium,Anthidium manicatum,Male,Morphology,Intertegular span,4.3,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Anthidium_manicatum_7,Anthidium,Anthidium manicatum,Female,Morphology,Intertegular span,3.53,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Teneride,,
,Anthidium_manicatum_8,Anthidium,Anthidium manicatum,Female,Morphology,Intertegular span,3.43,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Anthidium_manicatum_9,Anthidium,Anthidium manicatum,Female,Morphology,Intertegular span,3.16,M A Collado,Enrique Asensio,xmiguelangelcolladox@gmail.com,Valladolid,,
,Anthidium_manicatum_10,Anthidium,Anthidium manicatum,Female,Morphology,Intertegular span,3.5,M A Collado,Enrique Asensio,xmiguelangelcolladox@gmail.com,Valladolid,,
,Anthidium_manicatum_11,Anthidium,Anthidium manicatum,Female,Morphology,Intertegular span,3.19,M A Collado,Oscar Aguado,xmiguelangelcolladox@gmail.com,Valladolid,,
,Bombus_melanopygus_1,Bombus,Bombus melanopygus,,Behaviour,Collecting,Resine,https://twitter.com/leifr7/status/737829748404027393,Leir Richardson,xmiguelangelcolladox@gmail.com,Bombus collectin resine from a pine tree,,
,Bombus_melanopygus_2,Bombus,Bombus melanopygus,,Behaviour,Nest material,Small mammal house,http://www.sciencedirect.com/science/article/pii/S0006320705004817,Quinn S McFrederick,xmiguelangelcolladox@gmail.com,Bombus melanopygus using rodent holes,,
,Bombus_melanopygus_3,Bombus,Bombus melanopygus,,Behaviour,Nest material,Bird hole,http://www.sciencedirect.com/science/article/pii/S0006320705004817,Quinn S McFrederick,xmiguelangelcolladox@gmail.com,Bombus melanopygus using bird holes holes,,
,Apis_mellifera_1,Apis,Apis mellifera,,Morphology,Intertegular span,3.105,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,3.305,
,Apis_mellifera_2,Apis,Apis mellifera,,Morphology,Intertegular span,3.505,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Apis_mellifera_3,Apis,Apis mellifera,,Morphology,Weight,0.1027,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Apis_mellifera_4,Apis,Apis mellifera,,Morphology,Intertegular span,2.9300,http://www.jstor.org/stable/25009933,Kolmes S A and Sam Y,xmiguelangelcolladox@gmail.com,Mean intertegular span of a colony,2.9900,
,Apis_mellifera_5,Apis,Apis mellifera,,Morphology,Intertegular span,2.9900,http://www.jstor.org/stable/25009933,Kolmes S A and Sam Y,xmiguelangelcolladox@gmail.com,Mean intertegular span of a colony,,
,Apis_mellifera_6,Apis,Apis mellifera,,Morphology,Intertegular span,3.0700,http://www.jstor.org/stable/25009933,Kolmes S A and Sam Y,xmiguelangelcolladox@gmail.com,Mean intertegular span of a colony,,
,Apis_mellifera_7,Apis,Apis mellifera,,Morphology,Intertegular span,2.9700,http://www.jstor.org/stable/25009933,Kolmes S A and Sam Y,xmiguelangelcolladox@gmail.com,Mean intertegular span of a colony,,
,Nomada_fuscicornis_1,Nomada,Nomada fuscicornis,,Behaviour,Parasiting,Cleptoparasitism,http://www.bwars.com/bee/andrenidae/panurgus-calcaratus,M Edwards,xmiguelangelcolladox@gmail.com,Nomada fuscicornis Nylander has been recorded as a cleptoparasite in the Channel Islands. ,,
,Nomada_merceti_1,Nomada,Nomada merceti,,Morphology,Intertegular span,1.541,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,1.474,
,Nomada_merceti_2,Nomada,Nomada merceti,,Morphology,Intertegular span,1.444,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Nomada_merceti_3,Nomada,Nomada merceti,,Morphology,Intertegular span,1.627,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Nomada_merceti_4,Nomada,Nomada merceti,,Morphology,Intertegular span,1.343,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Nomada_merceti_5,Nomada,Nomada merceti,,Morphology,Intertegular span,1.415,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Nomada_merceti_6,Nomada,Nomada merceti,,Morphology,Intertegular span,1.474,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Nomada_merceti_7,Nomada,Nomada merceti,,Morphology,Weight,0.0113,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Nomada_merceti_8,Nomada,Nomada merceti,,Morphology,Weight,0.0081,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Nomada_merceti_9,Nomada,Nomada merceti,,Morphology,Weight,0.0106,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Nomada_merceti_10,Nomada,Nomada merceti,,Morphology,Weight,0.0113,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Nomada_merceti_11,Nomada,Nomada merceti,,Morphology,Weight,0.0130,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Nomada_merceti_12,Nomada,Nomada merceti,,Morphology,Weight,0.0159,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Andrena_1,Andrena,Andrena,,Morphology,Intertegular span,2.409,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Andrena_2,Andrena,Andrena,,Morphology,Intertegular span,2.310,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Andrena_3,Andrena,Andrena,,Morphology,Intertegular span,2.326,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Andrena_4,Andrena,Andrena,,Morphology,Intertegular span,1.854,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Andrena_5,Andrena,Andrena,,Morphology,Intertegular span,1.427,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Andrena_6,Andrena,Andrena,,Morphology,Intertegular span,1.926,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Andrena_7,Andrena,Andrena,,Morphology,Intertegular span,1.816,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Andrena_8,Andrena,Andrena,,Morphology,Intertegular span,2.285,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Andrena_9,Andrena,Andrena,,Morphology,Weight,0.0190,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Andrena_10,Andrena,Andrena,,Morphology,Weight,0.0241,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Andrena_11,Andrena,Andrena,,Morphology,Weight,0.1214,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Bombus_1,Bombus,Bombus,,Behaviour,Nest material,Birdhouse    ,http://beediverse.com/blog/?p=199,Margriet Dogterom,xmiguelangelcolladox@gmail.com,Bombus nesting in birdhouse,,
,Bomus_2,Bombus,Bomus,,Behaviour,Nest material,Birdhouse    ,http://planetearth.nerc.ac.uk/news/story.aspx?id=975&cookieConsent=A,Barrie Watson,xmiguelangelcolladox@gmail.com,Bumble bee nesting in a bird box,,
,Bombus_3,Bombus,Bombus,,Behaviour,Nest material,Birdhouse    ,http://planetearth.nerc.ac.uk/news/story.aspx?id=975&cookieConsent=A,Sylv Palmer,xmiguelangelcolladox@gmail.com,Evidency of a bumble bee nest,,
,Bombus_4,Bombus,Bombus,,Behaviour,Nest material,Birdhouse    ,http://planetearth.nerc.ac.uk/news/story.aspx?id=975&cookieConsent=A,Peter Grant,xmiguelangelcolladox@gmail.com,Bumble bee nesting in occupied a blue tits bird box,,
,Bombus_5,Bombus,Bombus,,Behaviour,Nest material,Wood,http://planetearth.nerc.ac.uk/news/story.aspx?id=975&cookieConsent=A,Jacqueline Calgary,xmiguelangelcolladox@gmail.com,Active bumble bee nest under eave,,
,Bombus_6,Bombus,Bombus,,Behaviour,Nest material,Rockwool,http://planetearth.nerc.ac.uk/news/story.aspx?id=975&cookieConsent=A,Colin Bluck,xmiguelangelcolladox@gmail.com,.,,
,Bombus_7,Bombus,Bombus,,Behaviour,Nest material,Small mammal house,http://planetearth.nerc.ac.uk/news/story.aspx?id=975&cookieConsent=A,NA,xmiguelangelcolladox@gmail.com,.,,
,Bombus_8,Bombus,Bombus,,Behaviour,Nest building,Fluff,https://twitter.com/BuzzLMK/status/472101682760146944/photo/1,Limerick Buzzing,xmiguelangelcolladox@gmail.com,Bumble bees doing nests with dried fluff,,
,Dasypoda_1,Dasypoda,Dasypoda,,Morphology,Intertegular span,2.406,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Dasypoda_2,Dasypoda,Dasypoda,,Morphology,Weight,0.0441,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Eucera_1,Eucera,Eucera,,Morphology,Intertegular span,3.148,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Eucera_2,Eucera,Eucera,,Morphology,Intertegular span,3.420,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Eucera_3,Eucera,Eucera,,Morphology,Intertegular span,NA,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Eucera_4,Eucera,Eucera,,Morphology,Weight,NA,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Halictus_1,Halictus,Halictus,,Morphology,Intertegular span,2.467,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Halictus_2,Halictus,Halictus,,Morphology,Weight,0.0535,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Megascolia_1,Megascolia,Megascolia,,Morphology,Intertegular span,5.474,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Megascolia_2,Megascolia,Megascolia,,Morphology,Weight,0.4074,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Nomada_1,Nomada,Nomada,,Morphology,Intertegular span,1.462,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Nomada_2,Nomada,Nomada,,Morphology,Intertegular span,1.482,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Nomada_3,Nomada,Nomada,,Morphology,Intertegular span,1.457,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Nomada_4,Nomada,Nomada,,Morphology,Weight,0.0113,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Nomada_5,Nomada,Nomada,,Morphology,Weight,0.1110,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Nomada_6,Nomada,Nomada,,Morphology,Weight,0.0140,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Osmia_1,Osmia,Osmia,,Behaviour,Nest material,Plastic straw,http://beediverse.com/blog/?p=1493,Margriet Dogterom,xmiguelangelcolladox@gmail.com,Osmia spp nesting on plastic drinking straws,,
,Osmia_2,Osmia,Osmia,,Behaviour,Nest material,Plastic,http://beediverse.com/blog/?p=1493,Margriet Dogterom,xmiguelangelcolladox@gmail.com,Osmia nest in 4mm corrugated plastic,,
,Osmia_3,Osmia,Osmia,,Morphology,Intertegular span,2.926,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
